Threshold,Accuracy,Sensitivity,Specificity,AUC-ROC,Missed Cancers (FN),Unnecessary Biopsies (FP)
0.5,0.9736842105263158,0.9285714285714286,1.0,0.9928902116402116,3,0
0.4,0.9649122807017544,0.9285714285714286,0.9861111111111112,0.9928902116402116,3,1
0.3,0.9473684210526315,0.9285714285714286,0.9583333333333334,0.9928902116402116,3,3
0.2,0.9298245614035088,0.9523809523809523,0.9166666666666666,0.9928902116402116,2,6
